,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
1358,0,30,4,54100,0.0,17,6.0,2,5,4,4,3,4,3.0,4.0,2.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,-0.7581699611438873,-0.5556859231061426,-0.23222456747122902,-1.0808660195484174,0.6298415902595776,-0.6792318189978559,-0.6201892226844657,-0.32789331844000197,0.5625759024789769,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.049909597077369375,0.960985988256784,-1.113343986979815
1723,0,29,21,22180,1.0,24,10.0,1,10,0,8,4,3,3.0,3.0,4.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.8676718124782865,1.8300530332142968,-0.9104564238041637,-0.6797773106971454,2.308875259630317,-0.16465605871734387,-1.3960855268088614,0.48850772848886465,-0.6791456840737199,1.086895217551534,1.6245446154992582,-0.03134733829702275,0.049909597077369375,-0.0947518717150079,1.0778887624561249
1494,0,45,2,60740,0.0,14,9.0,2,8,3,1,3,3,2.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.8843578088720997,-0.836361094437959,-0.09113874272026767,-1.0808660195484174,-0.08974426804216784,-0.29329999878747187,-0.6201892226844657,0.16194730971731802,0.2521455058408027,-0.875580969254096,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,1.0778887624561249
1285,0,27,12,39020,1.0,22,4.0,2,4,1,2,4,2,3.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-1.0866755151470848,0.567014762221123,-0.5526423742851593,-0.6797773106971454,1.82915135409582,-0.9365196991381118,-0.6201892226844657,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,1.6245446154992582,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
1881,0,44,4,23190,3.0,18,7.0,4,5,0,3,3,4,4.0,2.0,1.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7748559575377005,-0.5556859231061426,-0.8889960799790928,0.12240010700539844,0.8697035430268261,-0.5505878789277279,0.9316033855643254,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,1.1303481397691186,0.9932440073543686,-1.1504897316868,-2.208960361697785
709,0,34,2,20440,1.0,11,1.0,2,1,0,0,3,2,2.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-0.3201625558062908,-0.836361094437959,-0.947427709205771,-0.6797773106971454,-0.8093301263439133,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,-0.0947518717150079,-0.017727612261845094
3837,1,34,8,62880,0.0,12,16.0,2,15,10,10,2,2,3.0,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.3201625558062908,0.005664419557490206,-0.04566831124932532,-1.0808660195484174,-0.5694681735766648,0.607207581703424,-0.6201892226844657,1.3049087754177313,2.4251582823080224,1.647602699496,-1.5280370145785098,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,-2.208960361697785
3592,0,26,14,48770,1.0,13,8.0,5,8,5,7,3,4,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.1961773664814839,0.8476899335529394,-0.3454756888451182,-0.6797773106971454,-0.3296062208094163,-0.42194393885759984,1.707499689688721,0.16194730971731802,0.8730062991171511,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
988,0,39,2,47240,2.0,12,21.0,4,6,1,3,3,4,3.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.22734670086570485,-0.836361094437959,-0.3779849225603246,-0.2786886018458735,-0.5694681735766648,1.250427282054064,0.9316033855643254,-0.16461310905422863,-0.3687152874355457,-0.3148734873096303,0.04825380046037423,1.1303481397691186,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
3768,1,37,12,30720,5.0,9,17.0,3,14,11,7,3,2,3.0,4.0,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.008342998196906572,0.567014762221123,-0.728999655223861,0.9245775247079423,-1.2890540318784103,0.7358515217735521,0.1557070814399298,1.141628566031958,2.7355886789461965,0.8065414765793013,0.04825380046037423,-1.1930428163631641,0.049909597077369375,0.960985988256784,-0.017727612261845094
1293,0,33,3,47880,3.0,11,9.0,0,7,0,1,3,3,2.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-0.42966440714069,-0.6960235087720509,-0.3643862888493886,0.12240010700539844,-0.8093301263439133,-0.29329999878747187,-2.171981830933257,-0.0013328996684553085,-0.6791456840737199,-0.875580969254096,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,-0.017727612261845094
232,0,47,2,50210,2.0,17,20.0,3,7,1,7,3,4,4.0,1.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1.103361511540898,-0.836361094437959,-0.3148787629955121,-0.2786886018458735,0.6298415902595776,1.121783341983936,0.1557070814399298,-0.0013328996684553085,-0.3687152874355457,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,-2.206227591658592,1.0778887624561249
2391,0,38,1,176030,4.0,16,12.0,0,8,0,7,3,3,4.0,3.0,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.11784484953130571,-0.9766986801038673,2.3585276331138187,0.5234888158566704,0.3899796374923291,0.0926318214229121,-2.171981830933257,0.16194730971731802,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-1.113343986979815
2868,0,39,2,21150,1.0,18,21.0,3,21,11,8,3,4,4.0,3.0,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.22734670086570485,-0.836361094437959,-0.9323417249327014,-0.6797773106971454,0.8697035430268261,1.250427282054064,0.1557070814399298,2.284590031732371,2.7355886789461965,1.086895217551534,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-1.113343986979815
567,0,30,7,40890,0.0,18,10.0,2,9,6,7,3,2,2.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.7581699611438873,-0.134673166108418,-0.5129088664110181,-1.0808660195484174,0.8697035430268261,-0.16465605871734387,-0.6201892226844657,0.32522751910309133,1.1834366957553253,0.8065414765793013,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,0.960985988256784,1.0778887624561249
3037,0,50,16,154020,4.0,21,25.0,3,3,1,2,4,3,4.0,4.0,4.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.4318670655440953,1.1283651048847558,1.8908621206486593,0.5234888158566704,1.5892894013285717,1.765003042334576,0.1557070814399298,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,1.6245446154992582,-0.03134733829702275,0.9932440073543686,0.960985988256784,1.0778887624561249
1433,0,34,10,23410,1.0,20,8.0,3,8,0,6,4,4,3.0,2.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.3201625558062908,0.2863395908893066,-0.8843215496409585,-0.6797773106971454,1.3494274485613231,-0.42194393885759984,0.1557070814399298,0.16194730971731802,-0.6791456840737199,0.5261877356070683,1.6245446154992582,1.1303481397691186,0.049909597077369375,-1.1504897316868,1.0778887624561249
3527,0,31,8,112440,3.0,11,10.0,3,7,1,7,3,4,4.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.6486681098094882,0.005664419557490206,1.0073758867412839,0.12240010700539844,-0.8093301263439133,-0.16465605871734387,0.1557070814399298,-0.0013328996684553085,-0.3687152874355457,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-1.113343986979815
3973,1,45,23,34410,2.0,9,5.0,5,1,0,0,1,2,3.0,4.0,2.0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.8843578088720997,2.1107282045461133,-0.6505950327342455,-0.2786886018458735,-1.2890540318784103,-0.8078757590679838,1.707499689688721,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-3.104327829617394,-1.1930428163631641,0.049909597077369375,0.960985988256784,-1.113343986979815
1391,0,55,1,120310,3.0,11,37.0,5,10,7,7,3,4,4.0,4.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.979376322216091,-0.9766986801038673,1.1745965856554503,0.12240010700539844,-0.8093301263439133,3.308730323176112,1.707499689688721,0.48850772848886465,1.4938670923934996,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
312,0,32,8,30720,5.0,12,9.0,4,5,1,3,1,4,4.0,4.0,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.5391662584750891,0.005664419557490206,-0.728999655223861,0.9245775247079423,-0.5694681735766648,-0.29329999878747187,0.9316033855643254,-0.32789331844000197,-0.3687152874355457,-0.3148734873096303,-3.104327829617394,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
1554,0,35,7,31400,1.0,13,17.0,2,17,5,15,3,4,3.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.2106607044718917,-0.134673166108418,-0.7145511069059914,-0.6797773106971454,-0.3296062208094163,0.7358515217735521,-0.6201892226844657,1.6314691941892778,0.8730062991171511,3.0493714043571645,0.04825380046037423,1.1303481397691186,0.049909597077369375,0.960985988256784,1.0778887624561249
3077,0,52,2,117130,2.0,14,24.0,2,5,0,2,3,3,4.0,4.0,4.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.6508707682128936,-0.836361094437959,1.1070283744042368,-0.2786886018458735,-0.08974426804216784,1.636359102264448,-0.6201892226844657,-0.32789331844000197,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,1.0778887624561249
1048,0,27,6,45990,1.0,15,1.0,3,1,0,0,3,4,2.0,1.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.0866755151470848,-0.2750107517743262,-0.4045447540269966,-0.6797773106971454,0.15011768472508064,-1.3224515193484958,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,-0.8934248131996299,-2.206227591658592,1.0778887624561249
1608,0,35,1,109380,6.0,14,12.0,2,10,0,8,3,4,3.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.2106607044718917,-0.9766986801038673,0.9423574193108708,1.3256662335592142,-0.08974426804216784,0.0926318214229121,-0.6201892226844657,0.48850772848886465,-0.6791456840737199,1.086895217551534,0.04825380046037423,1.1303481397691186,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
2513,0,31,13,28040,0.0,19,3.0,0,2,2,2,3,4,2.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.6486681098094882,0.7073523478870313,-0.7859439338884057,-1.0808660195484174,1.1095654957940746,-1.0651636392082398,-2.171981830933257,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,1.1303481397691186,-0.8934248131996299,-1.1504897316868,-0.017727612261845094
3005,0,34,7,27410,0.0,15,2.0,3,1,0,0,3,2,2.0,4.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.3201625558062908,-0.134673166108418,-0.7993300889476083,-1.0808660195484174,0.15011768472508064,-1.1938075792783678,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,0.960985988256784,1.0778887624561249
515,0,32,7,50700,4.0,12,10.0,6,8,0,7,3,3,4.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.5391662584750891,-0.134673166108418,-0.30446730906057673,0.5234888158566704,-0.5694681735766648,-0.16465605871734387,2.4833959938131165,0.16194730971731802,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
2131,0,55,2,27810,8.0,13,19.0,2,5,0,4,3,3,4.0,4.0,3.0,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.979376322216091,-0.836361094437959,-0.7908309428782733,2.1278436512617582,-0.3296062208094163,0.993139401913808,-0.6201892226844657,-0.32789331844000197,-0.6791456840737199,-0.034519746337397406,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
976,0,33,2,16110,0.0,14,10.0,2,9,8,1,3,3,4.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.42966440714069,-0.836361094437959,-1.0394309654063227,-1.0808660195484174,-0.08974426804216784,-0.16465605871734387,-0.6201892226844657,0.32522751910309133,1.8042974890316739,-0.875580969254096,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
2663,0,43,3,34190,3.0,11,10.0,5,8,4,7,3,2,2.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.6653541062033014,-0.6960235087720509,-0.6552695630723797,0.12240010700539844,-0.8093301263439133,-0.16465605871734387,1.707499689688721,0.16194730971731802,0.5625759024789769,0.8065414765793013,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,0.960985988256784,-0.017727612261845094
1149,0,34,19,164130,6.0,16,6.0,1,4,1,2,3,2,2.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.3201625558062908,1.5493778618824803,2.105678037551102,1.3256662335592142,0.3899796374923291,-0.6792318189978559,-1.3960855268088614,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,0.960985988256784,1.0778887624561249
1069,0,36,2,20180,1.0,13,6.0,5,6,0,3,3,3,2.0,4.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-0.10115885313749257,-0.836361094437959,-0.9529521541508388,-0.6797773106971454,-0.3296062208094163,-0.6792318189978559,1.707499689688721,-0.16461310905422863,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,1.0778887624561249
3078,0,43,2,78610,1.0,14,20.0,1,20,1,8,3,3,3.0,4.0,3.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.6653541062033014,-0.836361094437959,0.2885606079272744,-0.6797773106971454,-0.08974426804216784,1.121783341983936,-1.3960855268088614,2.1213098223465976,-0.3687152874355457,1.086895217551534,0.04825380046037423,-0.03134733829702275,0.049909597077369375,0.960985988256784,-0.017727612261845094
895,0,48,2,62720,4.0,14,29.0,3,22,12,9,3,3,2.0,3.0,4.0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.2128633628752972,-0.836361094437959,-0.04906796967705933,0.5234888158566704,-0.08974426804216784,2.279578802615088,0.1557070814399298,2.4478702411181446,3.0460190755843706,1.367248958523767,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,1.0778887624561249
3073,0,33,2,87930,6.0,17,8.0,2,5,1,2,3,2,3.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.42966440714069,-0.836361094437959,0.48659071134278037,1.3256662335592142,0.6298415902595776,-0.42194393885759984,-0.6201892226844657,-0.32789331844000197,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,-0.017727612261845094
4367,1,50,5,167990,7.0,11,12.0,2,6,0,1,3,2,3.0,3.0,2.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.4318670655440953,-0.4153483374402344,2.187694797120185,1.7267549424104864,-0.8093301263439133,0.0926318214229121,-0.6201892226844657,-0.16461310905422863,-0.6791456840737199,-0.875580969254096,0.04825380046037423,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,-1.113343986979815
631,0,36,19,63970,4.0,14,11.0,3,3,0,2,3,3,2.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-0.10115885313749257,1.5493778618824803,-0.022508138210387385,0.5234888158566704,-0.08974426804216784,-0.036012118647215895,0.1557070814399298,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,-0.017727612261845094
